capability_id,platform,impl,status,note
cap.ir.auth.mode,android,camerax,deny,dep-noauth
cap.ir.auth.mode,linux,v4l2,deny,dep-noauth
cap.ir.auth.mode,linux,libcamera,deny,dep-noauth
cap.ir.auth.mode,linux,pipewire,deny,dep-pwtransport
cap.ir.auth.mode,win32,mediafoundation,native,dep-mfhello
cap.ir.auth.mode,web,getusermedia,deny,dep-webnoir
cap.ir.auth.mode,uvc-direct,uvc,native,dep-msxufaceauth
cap.ir.auth.mode,genicam,sfnc,deny,dep-noauth
cap.spatial.video,macos,avfoundation,native,dep-avfspatial
cap.spatial.video,ios,avfoundation,native,dep-avfspatial
cap.spatial.video,android,camera2ndk,deny,dep-nospatial
cap.spatial.video,android,camerax,deny,dep-nospatial
cap.spatial.video,linux,v4l2,deny,dep-nospatial
cap.spatial.video,linux,libcamera,deny,dep-nospatial
cap.spatial.video,linux,pipewire,deny,dep-pwtransport
cap.spatial.video,win32,mediafoundation,deny,dep-nospatial
cap.spatial.video,web,getusermedia,deny,dep-webnospatial
cap.spatial.video,uvc-direct,uvc,deny,dep-nospatial
cap.spatial.video,genicam,sfnc,deny,dep-nospatial
cap.spatial.comfort,macos,avfoundation,native,dep-avfspatial
cap.spatial.comfort,ios,avfoundation,native,dep-avfspatial
cap.spatial.comfort,android,camera2ndk,deny,dep-nospatial
cap.spatial.comfort,android,camerax,deny,dep-nospatial
cap.spatial.comfort,linux,v4l2,deny,dep-nospatial
cap.spatial.comfort,linux,libcamera,deny,dep-nospatial
cap.spatial.comfort,linux,pipewire,deny,dep-pwtransport
cap.spatial.comfort,win32,mediafoundation,deny,dep-nospatial
cap.spatial.comfort,web,getusermedia,deny,dep-webnospatial
cap.spatial.comfort,uvc-direct,uvc,deny,dep-nospatial
cap.spatial.comfort,genicam,sfnc,deny,dep-nospatial
cap.effect.autoframe.toggle,macos,avfoundation,native,
cap.effect.autoframe.toggle,ios,avfoundation,native,
cap.effect.autoframe.toggle,android,camera2ndk,native,
cap.effect.autoframe.toggle,android,camerax,deny,cap.effect.autoframe.toggle@camera2ndk
cap.effect.autoframe.toggle,linux,v4l2,emulate,eff-rawuvc
cap.effect.autoframe.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.autoframe.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.autoframe.toggle,win32,mediafoundation,native,
cap.effect.autoframe.toggle,web,getusermedia,native,eff-webexp
cap.effect.autoframe.toggle,uvc-direct,uvc,native,
cap.effect.autoframe.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.autoframe.config,macos,avfoundation,native,
cap.effect.autoframe.config,ios,avfoundation,native,
cap.effect.autoframe.config,android,camera2ndk,deny,none
cap.effect.autoframe.config,android,camerax,deny,none
cap.effect.autoframe.config,linux,v4l2,emulate,eff-rawuvc
cap.effect.autoframe.config,linux,libcamera,deny,eff-noeffect
cap.effect.autoframe.config,linux,pipewire,deny,eff-noeffect
cap.effect.autoframe.config,win32,mediafoundation,native,
cap.effect.autoframe.config,web,getusermedia,deny,none
cap.effect.autoframe.config,uvc-direct,uvc,native,
cap.effect.autoframe.config,genicam,sfnc,deny,eff-noeffect
cap.effect.autoframe.support_query,macos,avfoundation,native,
cap.effect.autoframe.support_query,ios,avfoundation,native,
cap.effect.autoframe.support_query,android,camera2ndk,native,
cap.effect.autoframe.support_query,android,camerax,deny,cap.effect.autoframe.support_query@camera2ndk
cap.effect.autoframe.support_query,linux,v4l2,emulate,eff-rawuvc
cap.effect.autoframe.support_query,linux,libcamera,deny,eff-noeffect
cap.effect.autoframe.support_query,linux,pipewire,deny,eff-noeffect
cap.effect.autoframe.support_query,win32,mediafoundation,native,
cap.effect.autoframe.support_query,web,getusermedia,native,eff-webexp
cap.effect.autoframe.support_query,uvc-direct,uvc,native,
cap.effect.autoframe.support_query,genicam,sfnc,deny,eff-noeffect
cap.effect.autoframe.state,macos,avfoundation,native,
cap.effect.autoframe.state,ios,avfoundation,native,
cap.effect.autoframe.state,android,camera2ndk,native,
cap.effect.autoframe.state,android,camerax,deny,cap.effect.autoframe.state@camera2ndk
cap.effect.autoframe.state,linux,v4l2,deny,none
cap.effect.autoframe.state,linux,libcamera,deny,eff-noeffect
cap.effect.autoframe.state,linux,pipewire,deny,eff-noeffect
cap.effect.autoframe.state,win32,mediafoundation,native,
cap.effect.autoframe.state,web,getusermedia,native,eff-webexp
cap.effect.autoframe.state,uvc-direct,uvc,deny,none
cap.effect.autoframe.state,genicam,sfnc,deny,eff-noeffect
cap.effect.autoframe.regime,macos,avfoundation,native,
cap.effect.autoframe.regime,ios,avfoundation,native,
cap.effect.autoframe.regime,android,camera2ndk,deny,none
cap.effect.autoframe.regime,android,camerax,deny,none
cap.effect.autoframe.regime,linux,v4l2,deny,none
cap.effect.autoframe.regime,linux,libcamera,deny,eff-noeffect
cap.effect.autoframe.regime,linux,pipewire,deny,eff-noeffect
cap.effect.autoframe.regime,win32,mediafoundation,deny,none
cap.effect.autoframe.regime,web,getusermedia,deny,none
cap.effect.autoframe.regime,uvc-direct,uvc,deny,none
cap.effect.autoframe.regime,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_blur.toggle,macos,avfoundation,deny,eff-readonly
cap.effect.bg_blur.toggle,ios,avfoundation,deny,eff-readonly
cap.effect.bg_blur.toggle,android,camera2ndk,native,
cap.effect.bg_blur.toggle,android,camerax,native,
cap.effect.bg_blur.toggle,linux,v4l2,deny,eff-noeffect
cap.effect.bg_blur.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.bg_blur.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.bg_blur.toggle,win32,mediafoundation,native,
cap.effect.bg_blur.toggle,web,getusermedia,native,eff-webexp
cap.effect.bg_blur.toggle,uvc-direct,uvc,deny,none
cap.effect.bg_blur.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_blur.config,macos,avfoundation,deny,eff-readonly
cap.effect.bg_blur.config,ios,avfoundation,deny,eff-readonly
cap.effect.bg_blur.config,android,camera2ndk,native,
cap.effect.bg_blur.config,android,camerax,deny,cap.effect.bg_blur.config@camera2ndk
cap.effect.bg_blur.config,linux,v4l2,deny,eff-noeffect
cap.effect.bg_blur.config,linux,libcamera,deny,eff-noeffect
cap.effect.bg_blur.config,linux,pipewire,deny,eff-noeffect
cap.effect.bg_blur.config,win32,mediafoundation,native,
cap.effect.bg_blur.config,web,getusermedia,deny,none
cap.effect.bg_blur.config,uvc-direct,uvc,deny,none
cap.effect.bg_blur.config,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_blur.support_query,macos,avfoundation,native,
cap.effect.bg_blur.support_query,ios,avfoundation,native,
cap.effect.bg_blur.support_query,android,camera2ndk,native,
cap.effect.bg_blur.support_query,android,camerax,native,
cap.effect.bg_blur.support_query,linux,v4l2,deny,eff-noeffect
cap.effect.bg_blur.support_query,linux,libcamera,deny,eff-noeffect
cap.effect.bg_blur.support_query,linux,pipewire,deny,eff-noeffect
cap.effect.bg_blur.support_query,win32,mediafoundation,native,
cap.effect.bg_blur.support_query,web,getusermedia,native,eff-webexp
cap.effect.bg_blur.support_query,uvc-direct,uvc,deny,none
cap.effect.bg_blur.support_query,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_blur.state,macos,avfoundation,native,
cap.effect.bg_blur.state,ios,avfoundation,native,
cap.effect.bg_blur.state,android,camera2ndk,native,
cap.effect.bg_blur.state,android,camerax,deny,cap.effect.bg_blur.state@camera2ndk
cap.effect.bg_blur.state,linux,v4l2,deny,eff-noeffect
cap.effect.bg_blur.state,linux,libcamera,deny,eff-noeffect
cap.effect.bg_blur.state,linux,pipewire,deny,eff-noeffect
cap.effect.bg_blur.state,win32,mediafoundation,native,
cap.effect.bg_blur.state,web,getusermedia,native,eff-webexp
cap.effect.bg_blur.state,uvc-direct,uvc,deny,none
cap.effect.bg_blur.state,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_replace.toggle,macos,avfoundation,native,
cap.effect.bg_replace.toggle,ios,avfoundation,native,
cap.effect.bg_replace.toggle,android,camera2ndk,deny,none
cap.effect.bg_replace.toggle,android,camerax,deny,none
cap.effect.bg_replace.toggle,linux,v4l2,deny,eff-noeffect
cap.effect.bg_replace.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.bg_replace.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.bg_replace.toggle,win32,mediafoundation,native,
cap.effect.bg_replace.toggle,web,getusermedia,deny,none
cap.effect.bg_replace.toggle,uvc-direct,uvc,deny,none
cap.effect.bg_replace.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_replace.state,macos,avfoundation,native,
cap.effect.bg_replace.state,ios,avfoundation,native,
cap.effect.bg_replace.state,android,camera2ndk,deny,none
cap.effect.bg_replace.state,android,camerax,deny,none
cap.effect.bg_replace.state,linux,v4l2,deny,eff-noeffect
cap.effect.bg_replace.state,linux,libcamera,deny,eff-noeffect
cap.effect.bg_replace.state,linux,pipewire,deny,eff-noeffect
cap.effect.bg_replace.state,win32,mediafoundation,native,
cap.effect.bg_replace.state,web,getusermedia,deny,none
cap.effect.bg_replace.state,uvc-direct,uvc,deny,none
cap.effect.bg_replace.state,genicam,sfnc,deny,eff-noeffect
cap.effect.bg_replace.support_query,macos,avfoundation,native,
cap.effect.bg_replace.support_query,ios,avfoundation,native,
cap.effect.bg_replace.support_query,android,camera2ndk,deny,none
cap.effect.bg_replace.support_query,android,camerax,deny,none
cap.effect.bg_replace.support_query,linux,v4l2,deny,eff-noeffect
cap.effect.bg_replace.support_query,linux,libcamera,deny,eff-noeffect
cap.effect.bg_replace.support_query,linux,pipewire,deny,eff-noeffect
cap.effect.bg_replace.support_query,win32,mediafoundation,native,
cap.effect.bg_replace.support_query,web,getusermedia,deny,none
cap.effect.bg_replace.support_query,uvc-direct,uvc,deny,none
cap.effect.bg_replace.support_query,genicam,sfnc,deny,eff-noeffect
cap.effect.segmentation_mask.deliver,macos,avfoundation,deny,none
cap.effect.segmentation_mask.deliver,ios,avfoundation,deny,none
cap.effect.segmentation_mask.deliver,android,camera2ndk,deny,none
cap.effect.segmentation_mask.deliver,android,camerax,deny,none
cap.effect.segmentation_mask.deliver,linux,v4l2,deny,eff-noeffect
cap.effect.segmentation_mask.deliver,linux,libcamera,deny,eff-noeffect
cap.effect.segmentation_mask.deliver,linux,pipewire,deny,eff-noeffect
cap.effect.segmentation_mask.deliver,win32,mediafoundation,native,
cap.effect.segmentation_mask.deliver,web,getusermedia,native,eff-webexp
cap.effect.segmentation_mask.deliver,uvc-direct,uvc,deny,none
cap.effect.segmentation_mask.deliver,genicam,sfnc,deny,eff-noeffect
cap.effect.studio_light.toggle,macos,avfoundation,deny,eff-readonly
cap.effect.studio_light.toggle,ios,avfoundation,deny,eff-readonly
cap.effect.studio_light.toggle,android,camera2ndk,deny,none
cap.effect.studio_light.toggle,android,camerax,deny,none
cap.effect.studio_light.toggle,linux,v4l2,deny,eff-noeffect
cap.effect.studio_light.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.studio_light.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.studio_light.toggle,win32,mediafoundation,native,
cap.effect.studio_light.toggle,web,getusermedia,deny,none
cap.effect.studio_light.toggle,uvc-direct,uvc,deny,none
cap.effect.studio_light.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.studio_light.state,macos,avfoundation,native,
cap.effect.studio_light.state,ios,avfoundation,?,eff-divergence
cap.effect.studio_light.state,android,camera2ndk,deny,none
cap.effect.studio_light.state,android,camerax,deny,none
cap.effect.studio_light.state,linux,v4l2,deny,eff-noeffect
cap.effect.studio_light.state,linux,libcamera,deny,eff-noeffect
cap.effect.studio_light.state,linux,pipewire,deny,eff-noeffect
cap.effect.studio_light.state,win32,mediafoundation,native,
cap.effect.studio_light.state,web,getusermedia,deny,none
cap.effect.studio_light.state,uvc-direct,uvc,deny,none
cap.effect.studio_light.state,genicam,sfnc,deny,eff-noeffect
cap.effect.studio_light.support_query,macos,avfoundation,native,
cap.effect.studio_light.support_query,ios,avfoundation,?,eff-divergence
cap.effect.studio_light.support_query,android,camera2ndk,deny,none
cap.effect.studio_light.support_query,android,camerax,deny,none
cap.effect.studio_light.support_query,linux,v4l2,deny,eff-noeffect
cap.effect.studio_light.support_query,linux,libcamera,deny,eff-noeffect
cap.effect.studio_light.support_query,linux,pipewire,deny,eff-noeffect
cap.effect.studio_light.support_query,win32,mediafoundation,native,
cap.effect.studio_light.support_query,web,getusermedia,deny,none
cap.effect.studio_light.support_query,uvc-direct,uvc,deny,none
cap.effect.studio_light.support_query,genicam,sfnc,deny,eff-noeffect
cap.effect.eye_contact.toggle,macos,avfoundation,deny,none
cap.effect.eye_contact.toggle,ios,avfoundation,deny,none
cap.effect.eye_contact.toggle,android,camera2ndk,deny,none
cap.effect.eye_contact.toggle,android,camerax,deny,none
cap.effect.eye_contact.toggle,linux,v4l2,deny,eff-noeffect
cap.effect.eye_contact.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.eye_contact.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.eye_contact.toggle,win32,mediafoundation,native,
cap.effect.eye_contact.toggle,web,getusermedia,native,eff-webexp
cap.effect.eye_contact.toggle,uvc-direct,uvc,deny,none
cap.effect.eye_contact.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.eye_contact.config,macos,avfoundation,deny,none
cap.effect.eye_contact.config,ios,avfoundation,deny,none
cap.effect.eye_contact.config,android,camera2ndk,deny,none
cap.effect.eye_contact.config,android,camerax,deny,none
cap.effect.eye_contact.config,linux,v4l2,deny,eff-noeffect
cap.effect.eye_contact.config,linux,libcamera,deny,eff-noeffect
cap.effect.eye_contact.config,linux,pipewire,deny,eff-noeffect
cap.effect.eye_contact.config,win32,mediafoundation,native,
cap.effect.eye_contact.config,web,getusermedia,native,eff-webexp
cap.effect.eye_contact.config,uvc-direct,uvc,deny,none
cap.effect.eye_contact.config,genicam,sfnc,deny,eff-noeffect
cap.effect.reaction.toggle,macos,avfoundation,native,
cap.effect.reaction.toggle,ios,avfoundation,native,eff-iosplist
cap.effect.reaction.toggle,android,camera2ndk,deny,none
cap.effect.reaction.toggle,android,camerax,deny,none
cap.effect.reaction.toggle,linux,v4l2,deny,eff-noeffect
cap.effect.reaction.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.reaction.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.reaction.toggle,win32,mediafoundation,deny,none
cap.effect.reaction.toggle,web,getusermedia,deny,none
cap.effect.reaction.toggle,uvc-direct,uvc,deny,none
cap.effect.reaction.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.reaction.gesture_toggle,macos,avfoundation,native,
cap.effect.reaction.gesture_toggle,ios,avfoundation,native,eff-iosplist
cap.effect.reaction.gesture_toggle,android,camera2ndk,deny,none
cap.effect.reaction.gesture_toggle,android,camerax,deny,none
cap.effect.reaction.gesture_toggle,linux,v4l2,deny,eff-noeffect
cap.effect.reaction.gesture_toggle,linux,libcamera,deny,eff-noeffect
cap.effect.reaction.gesture_toggle,linux,pipewire,deny,eff-noeffect
cap.effect.reaction.gesture_toggle,win32,mediafoundation,deny,none
cap.effect.reaction.gesture_toggle,web,getusermedia,deny,none
cap.effect.reaction.gesture_toggle,uvc-direct,uvc,deny,none
cap.effect.reaction.gesture_toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.reaction.fire,macos,avfoundation,native,
cap.effect.reaction.fire,ios,avfoundation,native,
cap.effect.reaction.fire,android,camera2ndk,deny,none
cap.effect.reaction.fire,android,camerax,deny,none
cap.effect.reaction.fire,linux,v4l2,deny,eff-noeffect
cap.effect.reaction.fire,linux,libcamera,deny,eff-noeffect
cap.effect.reaction.fire,linux,pipewire,deny,eff-noeffect
cap.effect.reaction.fire,win32,mediafoundation,deny,none
cap.effect.reaction.fire,web,getusermedia,deny,none
cap.effect.reaction.fire,uvc-direct,uvc,deny,none
cap.effect.reaction.fire,genicam,sfnc,deny,eff-noeffect
cap.effect.reaction.catalog,macos,avfoundation,native,
cap.effect.reaction.catalog,ios,avfoundation,native,
cap.effect.reaction.catalog,android,camera2ndk,deny,none
cap.effect.reaction.catalog,android,camerax,deny,none
cap.effect.reaction.catalog,linux,v4l2,deny,eff-noeffect
cap.effect.reaction.catalog,linux,libcamera,deny,eff-noeffect
cap.effect.reaction.catalog,linux,pipewire,deny,eff-noeffect
cap.effect.reaction.catalog,win32,mediafoundation,deny,none
cap.effect.reaction.catalog,web,getusermedia,deny,none
cap.effect.reaction.catalog,uvc-direct,uvc,deny,none
cap.effect.reaction.catalog,genicam,sfnc,deny,eff-noeffect
cap.effect.reaction.state,macos,avfoundation,native,
cap.effect.reaction.state,ios,avfoundation,native,
cap.effect.reaction.state,android,camera2ndk,deny,none
cap.effect.reaction.state,android,camerax,deny,none
cap.effect.reaction.state,linux,v4l2,deny,eff-noeffect
cap.effect.reaction.state,linux,libcamera,deny,eff-noeffect
cap.effect.reaction.state,linux,pipewire,deny,eff-noeffect
cap.effect.reaction.state,win32,mediafoundation,deny,none
cap.effect.reaction.state,web,getusermedia,deny,none
cap.effect.reaction.state,uvc-direct,uvc,deny,none
cap.effect.reaction.state,genicam,sfnc,deny,eff-noeffect
cap.effect.subject_roi.set,macos,avfoundation,deny,none
cap.effect.subject_roi.set,ios,avfoundation,deny,none
cap.effect.subject_roi.set,android,camera2ndk,native,
cap.effect.subject_roi.set,android,camerax,native,
cap.effect.subject_roi.set,linux,v4l2,deny,eff-noeffect
cap.effect.subject_roi.set,linux,libcamera,deny,eff-noeffect
cap.effect.subject_roi.set,linux,pipewire,deny,eff-noeffect
cap.effect.subject_roi.set,win32,mediafoundation,native,
cap.effect.subject_roi.set,web,getusermedia,native,
cap.effect.subject_roi.set,uvc-direct,uvc,native,
cap.effect.subject_roi.set,genicam,sfnc,deny,eff-noeffect
cap.effect.creative_filter.toggle,macos,avfoundation,deny,none
cap.effect.creative_filter.toggle,ios,avfoundation,deny,none
cap.effect.creative_filter.toggle,android,camera2ndk,deny,none
cap.effect.creative_filter.toggle,android,camerax,deny,none
cap.effect.creative_filter.toggle,linux,v4l2,deny,eff-noeffect
cap.effect.creative_filter.toggle,linux,libcamera,deny,eff-noeffect
cap.effect.creative_filter.toggle,linux,pipewire,deny,eff-noeffect
cap.effect.creative_filter.toggle,win32,mediafoundation,native,
cap.effect.creative_filter.toggle,web,getusermedia,deny,none
cap.effect.creative_filter.toggle,uvc-direct,uvc,deny,none
cap.effect.creative_filter.toggle,genicam,sfnc,deny,eff-noeffect
cap.effect.show_system_ui,macos,avfoundation,native,
cap.effect.show_system_ui,ios,avfoundation,native,
cap.effect.show_system_ui,android,camera2ndk,deny,none
cap.effect.show_system_ui,android,camerax,deny,none
cap.effect.show_system_ui,linux,v4l2,deny,eff-noeffect
cap.effect.show_system_ui,linux,libcamera,deny,eff-noeffect
cap.effect.show_system_ui,linux,pipewire,deny,eff-noeffect
cap.effect.show_system_ui,win32,mediafoundation,deny,none
cap.effect.show_system_ui,web,getusermedia,deny,none
cap.effect.show_system_ui,uvc-direct,uvc,deny,none
cap.effect.show_system_ui,genicam,sfnc,deny,eff-noeffect
cap.effect.change_notify,macos,avfoundation,deny,none
cap.effect.change_notify,ios,avfoundation,deny,none
cap.effect.change_notify,android,camera2ndk,deny,none
cap.effect.change_notify,android,camerax,deny,none
cap.effect.change_notify,linux,v4l2,deny,eff-noeffect
cap.effect.change_notify,linux,libcamera,deny,eff-noeffect
cap.effect.change_notify,linux,pipewire,deny,eff-noeffect
cap.effect.change_notify,win32,mediafoundation,native,
cap.effect.change_notify,web,getusermedia,native,eff-webexp
cap.effect.change_notify,uvc-direct,uvc,deny,none
cap.effect.change_notify,genicam,sfnc,deny,eff-noeffect
cap.frame.format.rgb.packed8,macos,avfoundation,native,
cap.frame.format.rgb.packed8,ios,avfoundation,native,
cap.frame.format.rgb.packed8,android,camera2ndk,native,
cap.frame.format.rgb.packed8,android,camerax,native,
cap.frame.format.rgb.packed8,linux,v4l2,native,
cap.frame.format.rgb.packed8,linux,libcamera,native,
cap.frame.format.rgb.packed8,linux,pipewire,native,
cap.frame.format.rgb.packed8,win32,mediafoundation,native,
cap.frame.format.rgb.packed8,web,getusermedia,native,
cap.frame.format.rgb.packed8,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.rgb.packed8,genicam,sfnc,native,
cap.frame.format.rgb.packed16,macos,avfoundation,deny,frm-surfkind; not avf-delivered; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.packed16,ios,avfoundation,deny,frm-surfkind; not avf-delivered; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.packed16,android,camera2ndk,native,
cap.frame.format.rgb.packed16,android,camerax,deny,frm-cxinterop; exotic format only via Camera2Interop; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.packed16,linux,v4l2,native,
cap.frame.format.rgb.packed16,linux,libcamera,native,
cap.frame.format.rgb.packed16,linux,pipewire,deny,not pipewire-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.packed16,win32,mediafoundation,deny,not mf-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.packed16,web,getusermedia,deny,not web-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.packed16,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.rgb.packed16,genicam,sfnc,native,
cap.frame.format.rgb.lowbit,macos,avfoundation,deny,not avf-delivered; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.lowbit,ios,avfoundation,deny,not avf-delivered; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.lowbit,android,camera2ndk,native,
cap.frame.format.rgb.lowbit,android,camerax,deny,frm-cxinterop; exotic; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.lowbit,linux,v4l2,native,
cap.frame.format.rgb.lowbit,linux,libcamera,native,
cap.frame.format.rgb.lowbit,linux,pipewire,deny,not pipewire-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.lowbit,win32,mediafoundation,?,frm-vocabq; vocab §14d mf RGB565 unconfirmed
cap.frame.format.rgb.lowbit,web,getusermedia,deny,not web-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.lowbit,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.rgb.lowbit,genicam,sfnc,deny,not genicam-listed; fallback cap.frame.format.gray_highbit
cap.frame.format.rgb.hdr10bit,macos,avfoundation,deny,not avf-delivered; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,ios,avfoundation,deny,not avf-delivered; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,android,camera2ndk,native,
cap.frame.format.rgb.hdr10bit,android,camerax,deny,frm-cxinterop; exotic; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,linux,v4l2,native,
cap.frame.format.rgb.hdr10bit,linux,libcamera,deny,not libcamera-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,linux,pipewire,deny,not pipewire-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,win32,mediafoundation,deny,not mf-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,web,getusermedia,deny,not web-listed; fallback cap.frame.format.rgb.packed8
cap.frame.format.rgb.hdr10bit,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.rgb.hdr10bit,genicam,sfnc,native,
cap.frame.format.yuv.packed422_8,macos,avfoundation,deny,not avf-delivered; fallback cap.frame.format.yuv.semiplanar420_8
cap.frame.format.yuv.packed422_8,ios,avfoundation,deny,not avf-delivered; fallback cap.frame.format.yuv.semiplanar420_8
cap.frame.format.yuv.packed422_8,android,camera2ndk,deny,not camera2-delivered; fallback cap.frame.format.yuv.semiplanar420_8
cap.frame.format.yuv.packed422_8,android,camerax,deny,not camerax-exposed; fallback cap.frame.format.yuv.semiplanar420_8
cap.frame.format.yuv.packed422_8,linux,v4l2,native,
cap.frame.format.yuv.packed422_8,linux,libcamera,native,
cap.frame.format.yuv.packed422_8,linux,pipewire,native,
cap.frame.format.yuv.packed422_8,win32,mediafoundation,native,
cap.frame.format.yuv.packed422_8,web,getusermedia,deny,not web-delivered; fallback cap.frame.format.yuv.semiplanar420_8
cap.frame.format.yuv.packed422_8,uvc-direct,uvc,native,frm-uvcstack; UVC stream carries YUYV
cap.frame.format.yuv.packed422_8,genicam,sfnc,native,
cap.frame.format.yuv.packed422_hdr,macos,avfoundation,deny,not avf-delivered; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,ios,avfoundation,deny,not avf-delivered; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,android,camera2ndk,deny,not camera2-delivered; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,android,camerax,deny,not camerax-exposed; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,linux,v4l2,native,
cap.frame.format.yuv.packed422_hdr,linux,libcamera,deny,not libcamera-listed; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,linux,pipewire,deny,not pipewire-listed; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,win32,mediafoundation,native,
cap.frame.format.yuv.packed422_hdr,web,getusermedia,deny,not web-delivered; fallback cap.frame.format.yuv.semiplanar420_hdr
cap.frame.format.yuv.packed422_hdr,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.yuv.packed422_hdr,genicam,sfnc,native,
cap.frame.format.yuv.packed444,macos,avfoundation,deny,not avf-delivered; fallback cap.frame.format.yuv.planar444_8
cap.frame.format.yuv.packed444,ios,avfoundation,deny,not avf-delivered; fallback cap.frame.format.yuv.planar444_8
cap.frame.format.yuv.packed444,android,camera2ndk,deny,not camera2-delivered; fallback cap.frame.format.yuv.semiplanar444_8
cap.frame.format.yuv.packed444,android,camerax,deny,not camerax-exposed; fallback cap.frame.format.yuv.semiplanar444_8
cap.frame.format.yuv.packed444,linux,v4l2,deny,not v4l2-listed; fallback cap.frame.format.yuv.planar444_8
cap.frame.format.yuv.packed444,linux,libcamera,native,
cap.frame.format.yuv.packed444,linux,pipewire,deny,not pipewire-listed; fallback cap.frame.format.yuv.planar444_8
cap.frame.format.yuv.packed444,win32,mediafoundation,native,
cap.frame.format.yuv.packed444,web,getusermedia,deny,not web-delivered; fallback cap.frame.format.yuv.planar444_8
cap.frame.format.yuv.packed444,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.yuv.packed444,genicam,sfnc,native,
cap.frame.format.yuv.semiplanar420_8,macos,avfoundation,native,
cap.frame.format.yuv.semiplanar420_8,ios,avfoundation,native,
cap.frame.format.yuv.semiplanar420_8,android,camera2ndk,native,
cap.frame.format.yuv.semiplanar420_8,android,camerax,native,
cap.frame.format.yuv.semiplanar420_8,linux,v4l2,native,
cap.frame.format.yuv.semiplanar420_8,linux,libcamera,native,
cap.frame.format.yuv.semiplanar420_8,linux,pipewire,native,
cap.frame.format.yuv.semiplanar420_8,win32,mediafoundation,native,
cap.frame.format.yuv.semiplanar420_8,web,getusermedia,native,
cap.frame.format.yuv.semiplanar420_8,uvc-direct,uvc,deny,frm-uvcstack; fallback host-OS axis
cap.frame.format.yuv.semiplanar420_8,genicam,sfnc,deny,not genicam-listed; fallback cap.frame.format.yuv.planar420_8
